Time_[s],TwHt1ALxt_[m/s^2],TwHt1ALyt_[m/s^2],TwHt2ALxt_[m/s^2],TwHt2ALyt_[m/s^2],TwHt3ALxt_[m/s^2],TwHt3ALyt_[m/s^2],TwHt4ALxt_[m/s^2],TwHt4ALyt_[m/s^2],TwHt5ALxt_[m/s^2],TwHt5ALyt_[m/s^2],TwHt6ALxt_[m/s^2],TwHt6ALyt_[m/s^2],TwHt7ALxt_[m/s^2],TwHt7ALyt_[m/s^2],TwHt8ALxt_[m/s^2],TwHt8ALyt_[m/s^2],TwHt9ALxt_[m/s^2],TwHt9ALyt_[m/s^2],TwHt1MLxt_[kN-m],TwHt1MLyt_[kN-m],TwHt2MLxt_[kN-m],TwHt2MLyt_[kN-m],TwHt3MLxt_[kN-m],TwHt3MLyt_[kN-m],TwHt4MLxt_[kN-m],TwHt4MLyt_[kN-m],TwHt5MLxt_[kN-m],TwHt5MLyt_[kN-m],TwHt6MLxt_[kN-m],TwHt6MLyt_[kN-m],TwHt7MLxt_[kN-m],TwHt7MLyt_[kN-m],TwHt8MLxt_[kN-m],TwHt8MLyt_[kN-m],TwHt9MLxt_[kN-m],TwHt9MLyt_[kN-m]
5.4125,-0.0093308204,-0.016447022,-0.018661641,-0.032894044,-0.027992461,-0.049341065,-0.037323282,-0.065788087,-0.046654102,-0.082235109,-0.055984923,-0.098682131,-0.065315743,-0.11512915,-0.074646563,-0.13157617,-0.083977384,-0.1480232,-87.504602,-32.912431,-175.0092,-65.824861,-262.5138,-98.737292,-350.01841,-131.64972,-437.52301,-164.56215,-525.02761,-197.47458,-612.53221,-230.38701,-700.03681,-263.29945,-787.54141,-296.21188
5.4250,-0.0085723957,-0.015968685,-0.017144791,-0.03193737,-0.025717187,-0.047906056,-0.034289583,-0.063874741,-0.042861978,-0.079843426,-0.051434374,-0.095812111,-0.06000677,-0.1117808,-0.068579165,-0.12774948,-0.077151561,-0.14371817,-85.455332,-28.879174,-170.91066,-57.758348,-256.36599,-86.637522,-341.82133,-115.5167,-427.27666,-144.39587,-512.73199,-173.27504,-598.18732,-202.15422,-683.64265,-231.03339,-769.09798,-259.91257
5.4375,-0.0077985538,-0.015463717,-0.015597108,-0.030927434,-0.023395661,-0.046391151,-0.031194215,-0.061854868,-0.038992769,-0.077318585,-0.046791323,-0.092782302,-0.054589876,-0.10824602,-0.06238843,-0.12370974,-0.070186984,-0.13917345,-83.263545,-24.793979,-166.52709,-49.587958,-249.79064,-74.381937,-333.05418,-99.175917,-416.31773,-123.9699,-499.58127,-148.76387,-582.84482,-173.55785,-666.10836,-198.35183,-749.37191,-223.14581
5.4500,-0.0070106864,-0.01493296,-0.014021373,-0.029865919,-0.021032059,-0.044798879,-0.028042746,-0.059731839,-0.035053432,-0.074664798,-0.042064118,-0.089597758,-0.049074805,-0.10453072,-0.056085491,-0.11946368,-0.063096178,-0.13439664,-80.932897,-20.664193,-161.86579,-41.328386,-242.79869,-61.992579,-323.73159,-82.656773,-404.66449,-103.32097,-485.59738,-123.98516,-566.53028,-144.64935,-647.46318,-165.31355,-728.39608,-185.97774
5.4625,-0.0062102106,-0.014377298,-0.012420421,-0.028754596,-0.018630632,-0.043131894,-0.024840842,-0.057509192,-0.031051053,-0.07188649,-0.037261263,-0.086263788,-0.043471474,-0.10064109,-0.049681685,-0.11501838,-0.055891895,-0.12939568,-78.467275,-16.497243,-156.93455,-32.994487,-235.40183,-49.49173,-313.8691,-65.988973,-392.33638,-82.486217,-470.80365,-98.98346,-549.27093,-115.4807,-627.7382,-131.97795,-706.20548,-148.47519
5.4750,-0.0053985659,-0.013797659,-0.010797132,-0.027595318,-0.016195698,-0.041392977,-0.021594264,-0.055190636,-0.026992829,-0.068988295,-0.032391395,-0.082785954,-0.037789961,-0.096583613,-0.043188527,-0.11038127,-0.048587093,-0.12417893,-75.870791,-12.300624,-151.74158,-24.601248,-227.61237,-36.901871,-303.48316,-49.202495,-379.35395,-61.503119,-455.22475,-73.803743,-531.09554,-86.104367,-606.96633,-98.40499,-682.83712,-110.70561
5.4875,-0.0045772121,-0.013195009,-0.0091544241,-0.026390018,-0.013731636,-0.039585027,-0.018308848,-0.052780037,-0.02288606,-0.065975046,-0.027463272,-0.079170055,-0.032040484,-0.092365064,-0.036617697,-0.10556007,-0.041194909,-0.11875508,-73.147774,-8.081882,-146.29555,-16.163764,-219.44332,-24.245646,-292.5911,-32.327528,-365.73887,-40.40941,-438.88665,-48.491292,-512.03442,-56.573174,-585.1822,-64.655056,-658.32997,-72.736938
5.5000,-0.0037476263,-0.012570354,-0.0074952526,-0.025140707,-0.011242879,-0.037711061,-0.014990505,-0.050281414,-0.018738131,-0.062851768,-0.022485758,-0.075422122,-0.026233384,-0.087992475,-0.02998101,-0.10056283,-0.033728637,-0.11313318,-70.302767,-3.8486052,-140.60553,-7.6972104,-210.9083,-11.545816,-281.21107,-15.394421,-351.51384,-19.243026,-421.8166,-23.091631,-492.11937,-26.940236,-562.42214,-30.788842,-632.7249,-34.637447
5.5125,-0.0029113005,-0.011924734,-0.0058226011,-0.023849468,-0.0087339016,-0.035774202,-0.011645202,-0.047698936,-0.014556503,-0.05962367,-0.017467803,-0.071548404,-0.020379104,-0.083473138,-0.023290404,-0.095397872,-0.026201705,-0.10732261,-67.340514,0.39159316,-134.68103,0.78318632,-202.02154,1.1747795,-269.36205,1.5663726,-336.70257,1.9579658,-404.04308,2.349559,-471.3836,2.7411521,-538.72411,3.1327453,-606.06462,3.5243384
5.5250,-0.0020697389,-0.011259227,-0.0041394778,-0.022518454,-0.0062092167,-0.033777682,-0.0082789556,-0.045036909,-0.010348695,-0.056296136,-0.012418433,-0.067555363,-0.014488172,-0.078814591,-0.016557911,-0.090073818,-0.01862765,-0.10133305,-64.265954,4.6310873,-128.53191,9.2621745,-192.79786,13.893262,-257.06382,18.524349,-321.32977,23.155436,-385.59573,27.786524,-449.86168,32.417611,-514.12763,37.048698,-578.39359,41.679785
5.5375,-0.0012244549,-0.010574943,-0.0024489098,-0.021149886,-0.0036733648,-0.031724829,-0.0048978197,-0.042299772,-0.0061222746,-0.052874715,-0.0073467295,-0.063449658,-0.0085711844,-0.074024602,-0.0097956394,-0.084599545,-0.011020094,-0.095174488,-61.084217,8.8622525,-122.16843,17.724505,-183.25265,26.586758,-244.33687,35.44901,-305.42108,44.311263,-366.5053,53.173515,-427.58952,62.035768,-488.67373,70.89802,-549.75795,79.760273
5.5500,-0.00037696879,-0.0098730228,-0.00075393759,-0.019746046,-0.0011309064,-0.029619068,-0.0015078752,-0.039492091,-0.001884844,-0.049365114,-0.0022618128,-0.059238137,-0.0026387816,-0.069111159,-0.0030157504,-0.078984182,-0.0033927191,-0.088857205,-57.800607,13.077479,-115.60121,26.154959,-173.40182,39.232438,-231.20243,52.309917,-289.00303,65.387397,-346.80364,78.464876,-404.60425,91.542355,-462.40486,104.61983,-520.20546,117.69731
5.5625,0.0004711953,-0.0091546369,0.00094239059,-0.018309274,0.0014135859,-0.027463911,0.0018847812,-0.036618548,0.0023559765,-0.045773184,0.0028271718,-0.054927821,0.0032983671,-0.064082458,0.0037695624,-0.073237095,0.0042407577,-0.082391732,-54.420601,17.269187,-108.8412,34.538373,-163.2618,51.80756,-217.68241,69.076747,-272.10301,86.345934,-326.52361,103.61512,-380.94421,120.88431,-435.36481,138.15349,-489.78541,155.42268
5.5750,0.001318512,-0.0084209835,0.0026370239,-0.016841967,0.0039555359,-0.025262951,0.0052740478,-0.033683934,0.0065925598,-0.042104918,0.0079110718,-0.050525901,0.0092295837,-0.058946885,0.010548096,-0.067367868,0.011866608,-0.075788852,-50.949837,21.429836,-101.89967,42.859672,-152.84951,64.289508,-203.79935,85.719344,-254.74918,107.14918,-305.69902,128.57902,-356.64886,150.00885,-407.59869,171.43869,-458.54853,192.86852
5.5875,0.0021634573,-0.0076732862,0.0043269146,-0.015346572,0.006490372,-0.023019859,0.0086538293,-0.030693145,0.010817287,-0.038366431,0.012980744,-0.046039717,0.015144201,-0.053713004,0.017307659,-0.06138629,0.019471116,-0.069059576,-47.394102,25.551945,-94.788203,51.103889,-142.1823,76.655834,-189.57641,102.20778,-236.97051,127.75972,-284.36461,153.31167,-331.75871,178.86361,-379.15281,204.41556,-426.54691,229.9675
5.6000,0.0030045118,-0.006912792,0.0060090236,-0.013825584,0.0090135353,-0.020738376,0.012018047,-0.027651168,0.015022559,-0.03456396,0.018027071,-0.041476752,0.021031582,-0.048389544,0.024036094,-0.055302336,0.027040606,-0.062215128,-43.759326,29.628099,-87.518652,59.256198,-131.27798,88.884296,-175.0373,118.5124,-218.79663,148.14049,-262.55595,177.76859,-306.31528,207.39669,-350.07461,237.02479,-393.83393,266.65289
5.6125,0.0038401627,-0.006140769,0.0076803255,-0.012281538,0.011520488,-0.018422307,0.015360651,-0.024563076,0.019200814,-0.030703845,0.023040976,-0.036844614,0.026881139,-0.042985383,0.030721302,-0.049126152,0.034561465,-0.055266921,-40.051571,33.650968,-80.103142,67.301936,-120.15471,100.9529,-160.20628,134.60387,-200.25786,168.25484,-240.30943,201.90581,-280.361,235.55678,-320.41257,269.20774,-360.46414,302.85871
5.6250,0.0046689073,-0.0053585049,0.0093378146,-0.01071701,0.014006722,-0.016075515,0.018675629,-0.02143402,0.023344536,-0.026792525,0.028013444,-0.032151029,0.032682351,-0.037509534,0.037351258,-0.042868039,0.042020165,-0.048226544,-36.277021,37.613317,-72.554043,75.226634,-108.83106,112.83995,-145.10809,150.45327,-181.38511,188.06658,-217.66213,225.6799,-253.93915,263.29322,-290.21617,300.90654,-326.49319,338.51985
5.6375,0.005489255,-0.0045673043,0.01097851,-0.0091346085,0.016467765,-0.013701913,0.02195702,-0.018269217,0.027446275,-0.022836521,0.03293553,-0.027403826,0.038424785,-0.03197113,0.04391404,-0.036538434,0.049403295,-0.041105738,-32.441971,41.50802,-64.883942,83.016039,-97.325913,124.52406,-129.76788,166.03208,-162.20986,207.5401,-194.65183,249.04812,-227.0938,290.55614,-259.53577,332.06416,-291.97774,373.57218
5.6500,0.0062997304,-0.0037684866,0.012599461,-0.0075369732,0.018899191,-0.01130546,0.025198922,-0.015073946,0.031498652,-0.018842433,0.037798382,-0.022610919,0.044098113,-0.026379406,0.050397843,-0.030147893,0.056697574,-0.033916379,-28.552816,45.328072,-57.105633,90.656143,-85.658449,135.98421,-114.21127,181.31229,-142.76408,226.64036,-171.3169,271.96843,-199.86971,317.2965,-228.42253,362.62457,-256.97535,407.95264
5.6625,0.007098876,-0.0029633841,0.014197752,-0.0059267681,0.021296628,-0.0088901522,0.028395504,-0.011853536,0.03549438,-0.01481692,0.042593256,-0.017780304,0.049692132,-0.020743688,0.056791008,-0.023707073,0.063889884,-0.026670457,-24.616043,49.066603,-49.232087,98.133205,-73.84813,147.19981,-98.464173,196.26641,-123.08022,245.33301,-147.69626,294.39962,-172.3123,343.46622,-196.92835,392.53282,-221.54439,441.59942
5.6750,0.0078852545,-0.0021533394,0.015770509,-0.0043066789,0.023655763,-0.0064600183,0.031541018,-0.0086133577,0.039426272,-0.010766697,0.047311527,-0.012920037,0.055196781,-0.015073376,0.063082036,-0.017226715,0.07096729,-0.019380055,-20.638217,52.716889,-41.276434,105.43378,-61.914652,158.15067,-82.552869,210.86756,-103.19109,263.58444,-123.8293,316.30133,-144.46752,369.01822,-165.10574,421.73511,-185.74395,474.452
5.6875,0.0086574516,-0.0013397036,0.017314903,-0.0026794072,0.025972355,-0.0040191108,0.034629807,-0.0053588144,0.043287258,-0.006698518,0.05194471,-0.0080382216,0.060602161,-0.0093779252,0.069259613,-0.010717629,0.077917065,-0.012057332,-16.625972,56.272366,-33.251944,112.54473,-49.877916,168.8171,-66.503888,225.08946,-83.129861,281.36183,-99.755833,337.63419,-116.3818,393.90656,-133.00778,450.17893,-149.63375,506.45129
5.7000,0.0094140786,-0.00052383351,0.018828157,-0.001047667,0.028242236,-0.0015715005,0.037656315,-0.002095334,0.047070393,-0.0026191676,0.056484472,-0.0031430011,0.065898551,-0.0036668346,0.075312629,-0.0041906681,0.084726708,-0.0047145016,-12.585999,59.726639,-25.171999,119.45328,-37.757998,179.17992,-50.343998,238.90656,-62.929997,298.63319,-75.515996,358.35983,-88.101996,418.08647,-100.688,477.81311,-113.27399,537.53975
5.7125,0.010153775,0.0002929102,0.02030755,0.00058582039,0.030461324,0.00087873059,0.040615099,0.0011716408,0.050768874,0.001464551,0.060922649,0.0017574612,0.071076423,0.0020503714,0.081230198,0.0023432816,0.091383973,0.0026361918,-8.5250366,63.073495,-17.050073,126.14699,-25.57511,189.22049,-34.100146,252.29398,-42.625183,315.36748,-51.15022,378.44097,-59.675256,441.51447,-68.200293,504.58796,-76.725329,567.66146
5.7250,0.01087521,0.0011091654,0.021750419,0.0022183308,0.032625629,0.0033274962,0.043500839,0.0044366616,0.054376048,0.005545827,0.065251258,0.0066549925,0.076126468,0.0077641579,0.087001677,0.0088733233,0.097876887,0.0099824887,-4.4498564,66.306916,-8.8997127,132.61383,-13.349569,198.92075,-17.799425,265.22767,-22.249282,331.53458,-26.699138,397.8415,-31.148994,464.14842,-35.598851,530.45533,-40.048707,596.76225
5.7375,0.011577086,0.0019235708,0.023154172,0.0038471417,0.034731258,0.0057707125,0.046308343,0.0076942833,0.057885429,0.0096178542,0.069462515,0.011541425,0.081039601,0.013464996,0.092616687,0.015388567,0.10419377,0.017312137,-0.36725493,69.421087,-0.73450986,138.84217,-1.1017648,208.26326,-1.4690197,277.68435,-1.8362747,347.10543,-2.2035296,416.52652,-2.5707845,485.94761,-2.9380395,555.36869,-3.3052944,624.78978
5.7500,0.012258141,0.0027347683,0.024516282,0.0054695365,0.036774423,0.0082043048,0.049032564,0.010939073,0.061290705,0.013673841,0.073548846,0.01640861,0.085806988,0.019143378,0.098065129,0.021878146,0.11032327,0.024612914,3.715959,72.410406,7.4319179,144.82081,11.147877,217.23122,14.863836,289.64162,18.579795,362.05203,22.295754,434.46243,26.011713,506.87284,29.727672,579.28325,33.443631,651.69365
5.7625,0.01291715,0.0035414048,0.025834301,0.0070828096,0.038751451,0.010624214,0.051668602,0.014165619,0.064585752,0.017707024,0.077502903,0.021248429,0.090420053,0.024789834,0.1033372,0.028331239,0.11625435,0.031872643,7.7929757,75.269497,15.585951,150.53899,23.378927,225.80849,31.171903,301.07799,38.964878,376.34749,46.757854,451.61698,54.55083,526.88648,62.343805,602.15598,70.136781,677.42547
5.7750,0.013552929,0.0043421353,0.027105857,0.0086842705,0.040658786,0.013026406,0.054211715,0.017368541,0.067764644,0.021710676,0.081317572,0.026052812,0.094870501,0.030394947,0.10842343,0.034737082,0.12197636,0.039079217,11.856996,77.993219,23.713992,155.98644,35.570987,233.97966,47.427983,311.97287,59.284979,389.96609,71.141975,467.95931,82.99897,545.95253,94.855966,623.94575,106.71296,701.93897
5.7875,0.014164333,0.0051356242,0.028328665,0.010271248,0.042492998,0.015406873,0.05665733,0.020542497,0.070821663,0.025678121,0.084985995,0.030813745,0.099150328,0.035949369,0.11331466,0.041084994,0.12747899,0.046220618,15.901242,80.576672,31.802483,161.15334,47.703725,241.73002,63.604966,322.30669,79.506208,402.88336,95.407449,483.46003,111.30869,564.03671,127.20993,644.61338,143.11117,725.19005
5.8000,0.014750262,0.0059205483,0.029500525,0.011841097,0.044250787,0.017761645,0.059001049,0.023682193,0.073751312,0.029602742,0.088501574,0.03552329,0.10325184,0.041443838,0.1180021,0.047364386,0.13275236,0.053284935,19.918968,83.015211,39.837937,166.03042,59.756905,249.04563,79.675873,332.06085,99.594842,415.07606,119.51381,498.09127,139.43278,581.10648,159.35175,664.12169,179.27072,747.1369
5.8125,0.015309664,0.0066955985,0.030619329,0.013391197,0.045928993,0.020086796,0.061238657,0.026782394,0.076548321,0.033477993,0.091857986,0.040173591,0.10716765,0.04686919,0.12247731,0.053564788,0.13778698,0.060260387,23.903476,85.30445,47.806951,170.6089,71.710427,255.91335,95.613903,341.2178,119.51738,426.52225,143.42085,511.8267,167.32433,597.13115,191.22781,682.4356,215.13128,767.74005
5.8250,0.015841532,0.0074594823,0.031683065,0.014918965,0.047524597,0.022378447,0.063366129,0.029837929,0.079207661,0.037297411,0.095049194,0.044756894,0.11089073,0.052216376,0.12673226,0.059675858,0.14257379,0.06713534,27.848118,87.440272,55.696237,174.88054,83.544355,262.32082,111.39247,349.76109,139.24059,437.20136,167.08871,524.64163,194.93683,612.08191,222.78495,699.52218,250.63307,786.96245
5.8375,0.01634491,0.0082109256,0.03268982,0.016421851,0.04903473,0.024632777,0.065379639,0.032843702,0.081724549,0.041054628,0.098069459,0.049265554,0.11441437,0.057476479,0.13075928,0.065687405,0.14710419,0.07389833,31.746318,89.418836,63.492636,178.83767,95.238954,268.25651,126.98527,357.67534,158.73159,447.09418,190.47791,536.51302,222.22423,625.93185,253.97054,715.35069,285.71686,804.76953
5.8500,0.016818892,0.0089486753,0.033637783,0.017897351,0.050456675,0.026846026,0.067275567,0.035794701,0.084094458,0.044743377,0.10091335,0.053692052,0.11773224,0.062640727,0.13455113,0.071589403,0.15137002,0.080538078,35.591573,91.236583,71.183147,182.47317,106.77472,273.70975,142.36629,364.94633,177.95787,456.18292,213.54944,547.4195,249.14101,638.65608,284.73259,729.89266,320.32416,821.12925
5.8625,0.017262625,0.0096715011,0.03452525,0.019343002,0.051787876,0.029014503,0.069050501,0.038686004,0.086313126,0.048357505,0.10357575,0.058029006,0.12083838,0.067700507,0.138101,0.077372009,0.15536363,0.08704351,39.377471,92.890244,78.754943,185.78049,118.13241,278.67073,157.50989,371.56098,196.88736,464.45122,236.26483,557.34146,275.6423,650.23171,315.01977,743.12195,354.39724,836.0122
5.8750,0.017675313,0.010378197,0.035350625,0.020756395,0.053025938,0.031134592,0.07070125,0.041512789,0.088376563,0.051890987,0.10605188,0.062269184,0.12372719,0.072647381,0.1414025,0.083025579,0.15907781,0.093403776,43.097698,94.376845,86.195397,188.75369,129.2931,283.13054,172.39079,377.50738,215.48849,471.88423,258.58619,566.26107,301.68389,660.63792,344.78159,755.01476,387.87929,849.39161
5.8875,0.018056212,0.011067586,0.036112423,0.022135171,0.054168635,0.033202757,0.072224846,0.044270342,0.090281058,0.055337928,0.10833727,0.066405513,0.12639348,0.077473099,0.14444969,0.088540685,0.1625059,0.09960827,46.74605,95.693713,93.4921,191.38743,140.23815,287.08114,186.9842,382.77485,233.73025,478.46856,280.4763,574.16228,327.22235,669.85599,373.9684,765.5497,420.71445,861.24342
5.9000,0.018404637,0.011738516,0.036809274,0.023477032,0.055213911,0.035215548,0.073618548,0.046954064,0.092023185,0.05869258,0.11042782,0.070431096,0.12883246,0.082169612,0.1472371,0.093908128,0.16564173,0.10564664,50.316442,96.838479,100.63288,193.67696,150.94933,290.51544,201.26577,387.35391,251.58221,484.19239,301.89865,581.03087,352.21509,677.86935,402.53153,774.70783,452.84798,871.54631
5.9125,0.018719962,0.01238987,0.037439925,0.02477974,0.056159887,0.037169609,0.074879849,0.049559479,0.093599811,0.061949349,0.11231977,0.074339219,0.13103974,0.086729089,0.1497597,0.099118958,0.16847966,0.11150883,53.802919,97.809084,107.60584,195.61817,161.40876,293.42725,215.21168,391.23633,269.0146,489.04542,322.81752,586.8545,376.62043,684.66359,430.42335,782.47267,484.22627,880.28175
5.9250,0.01900162,0.013020561,0.038003241,0.026041121,0.057004861,0.039061682,0.076006482,0.052082242,0.095008102,0.065102803,0.11400972,0.078123364,0.13301134,0.091143924,0.15201296,0.10416448,0.17101458,0.11718505,57.199668,98.603782,114.39934,197.20756,171.599,295.81135,228.79867,394.41513,285.99834,493.01891,343.19801,591.62269,400.39768,690.22648,457.59734,788.83026,514.79701,887.43404
5.9375,0.019249105,0.013629537,0.038498209,0.027259073,0.057747314,0.04088861,0.076996419,0.054518146,0.096245524,0.068147683,0.11549463,0.08177722,0.13474373,0.095406756,0.15399284,0.10903629,0.17324194,0.12266583,60.501023,99.221146,121.00205,198.44229,181.50307,297.66344,242.00409,396.88458,302.50511,496.10573,363.00614,595.32687,423.50716,694.54802,484.00818,793.76916,544.50921,892.99031
5.9500,0.01946197,0.014215782,0.03892394,0.028431564,0.058385911,0.042647347,0.077847881,0.056863129,0.097309851,0.071078911,0.11677182,0.085294693,0.13623379,0.099510476,0.15569576,0.11372626,0.17515773,0.12794204,63.701478,99.660063,127.40296,199.32013,191.10444,298.98019,254.80591,398.64025,318.50739,498.30031,382.20887,597.96038,445.91035,697.62044,509.61183,797.2805,573.31331,896.94057
5.9625,0.019639834,0.01477832,0.039279668,0.029556639,0.058919502,0.044334959,0.078559336,0.059113279,0.09819917,0.073891599,0.117839,0.088669918,0.13747884,0.10344824,0.15711867,0.11822656,0.17675851,0.13300488,66.795697,99.919745,133.59139,199.83949,200.38709,299.75924,267.18279,399.67898,333.97849,499.59873,400.77418,599.51847,467.56988,699.43822,534.36558,799.35796,601.16127,899.27771
5.9750,0.019782376,0.015316211,0.039564753,0.030632422,0.059347129,0.045948633,0.079129505,0.061264844,0.098911881,0.076581055,0.11869426,0.091897266,0.13847663,0.10721348,0.15825901,0.12252969,0.17804139,0.1378459,69.778518,99.999725,139.55704,199.99945,209.33556,299.99918,279.11407,399.9989,348.89259,499.99863,418.67111,599.99835,488.44963,699.99808,558.22815,799.9978,628.00667,899.99753
5.9875,0.019889341,0.015828559,0.039778681,0.031657118,0.059668022,0.047485677,0.079557362,0.063314235,0.099446703,0.079142794,0.11933604,0.094971353,0.13922538,0.11079991,0.15911472,0.12662847,0.17900407,0.14245703,72.644968,99.899859,145.28994,199.79972,217.9349,299.69958,290.57987,399.59944,363.22484,499.49929,435.86981,599.39915,508.51477,699.29901,581.15974,799.19887,653.80471,899.09873
6.0000,0.019960535,0.016314509,0.039921069,0.032629018,0.059881604,0.048943527,0.079842138,0.065258036,0.099802673,0.081572545,0.11976321,0.097887054,0.13972374,0.11420156,0.15968428,0.13051607,0.17964481,0.14683058,75.390265,99.620326,150.78053,199.24065,226.1708,298.86098,301.56106,398.4813,376.95133,498.10163,452.34159,597.72196,527.73186,697.34228,603.12212,796.96261,678.51239,896.58294
6.0125,0.01999583,0.016773251,0.03999166,0.033546502,0.059987491,0.050319753,0.079983321,0.067093004,0.099979151,0.083866254,0.11997498,0.10063951,0.13997081,0.11741276,0.15996664,0.13418601,0.17996247,0.15095926,78.009832,99.16163,156.01966,198.32326,234.02949,297.48489,312.03933,396.64652,390.04916,495.80815,468.05899,594.96978,546.06882,694.13141,624.07865,793.29304,702.08848,892.45467
6.0250,0.019995164,0.01720402,0.039990328,0.034408039,0.059985492,0.051612059,0.079980656,0.068816078,0.09997582,0.086020098,0.11997098,0.10322412,0.13996615,0.12042814,0.15996131,0.13763216,0.17995648,0.15483618,80.499299,98.524595,160.9986,197.04919,241.4979,295.57378,321.99719,394.09838,402.49649,492.62297,482.99579,591.14757,563.49509,689.67216,643.99439,788.19676,724.49369,886.72135
6.0375,0.019958537,0.017606096,0.039917075,0.035212193,0.059875612,0.052818289,0.079834149,0.070424386,0.099792687,0.088030482,0.11975122,0.10563658,0.13970976,0.12324268,0.1596683,0.14084877,0.17962684,0.15845487,82.854514,97.710366,165.70903,195.42073,248.56354,293.1311,331.41806,390.84147,414.27257,488.55183,497.12709,586.2622,579.9816,683.97256,662.83612,781.68293,745.69063,879.3933
6.0500,0.019886016,0.017978811,0.039772032,0.035957622,0.059658047,0.053936433,0.079544063,0.071915245,0.099430079,0.089894056,0.11931609,0.10787287,0.13920211,0.12585168,0.15908813,0.14383049,0.17897414,0.1618093,85.071551,96.720409,170.1431,193.44082,255.21465,290.16123,340.28621,386.88164,425.35776,483.60205,510.42931,580.32246,595.50086,677.04286,680.57241,773.76327,765.64396,870.48368
6.0625,0.01977773,0.018321542,0.03955546,0.036643084,0.05933319,0.054964626,0.07911092,0.073286168,0.09888865,0.09160771,0.11866638,0.10992925,0.13844411,0.12825079,0.15822184,0.14657234,0.17799957,0.16489388,87.146712,95.556504,174.29342,191.11301,261.44013,286.66951,348.58685,382.22602,435.73356,477.78252,522.88027,573.33902,610.02698,668.89553,697.17369,764.45203,784.3204,860.00853
6.0750,0.019633875,0.018633718,0.039267749,0.037267435,0.058901624,0.055901153,0.078535498,0.07453487,0.098169373,0.093168588,0.11780325,0.11180231,0.13743712,0.13043602,0.157071,0.14906974,0.17670487,0.16770346,89.076535,94.220743,178.15307,188.44149,267.2296,282.66223,356.30614,376.88297,445.38267,471.10372,534.45921,565.32446,623.53574,659.5452,712.61228,753.76595,801.68881,847.98669
6.0875,0.019454708,0.018914817,0.038909417,0.037829634,0.058364125,0.056744451,0.077818833,0.075659268,0.097273542,0.094574085,0.11672825,0.1134889,0.13618296,0.13240372,0.15563767,0.15131854,0.17509237,0.17023335,90.857802,92.71553,181.7156,185.43106,272.57341,278.14659,363.43121,370.86212,454.28901,463.57765,545.14681,556.29318,636.00461,649.00871,726.86241,741.72424,817.72022,834.43977
6.1000,0.019240553,0.019164372,0.038481107,0.038328743,0.05772166,0.057493115,0.076962214,0.076657486,0.096202767,0.095821858,0.11544332,0.11498623,0.13468387,0.1341506,0.15392443,0.15331497,0.17316498,0.17247934,92.487543,91.043571,184.97509,182.08714,277.46263,273.13071,369.95017,364.17428,462.43771,455.21786,554.92526,546.26143,647.4128,637.305,739.90034,728.34857,832.38788,819.39214
6.1125,0.018991795,0.019381965,0.03798359,0.03876393,0.056975385,0.058145895,0.07596718,0.077527861,0.094958975,0.096909826,0.11395077,0.11629179,0.13294257,0.13567376,0.15193436,0.15505572,0.17092616,0.17443769,93.963039,89.207873,187.92608,178.41575,281.88912,267.62362,375.85216,356.83149,469.8152,446.03937,563.77824,535.24724,657.74127,624.45511,751.70431,713.66299,845.66735,802.87086
6.1250,0.018708881,0.019567235,0.037417761,0.03913447,0.056126642,0.058701704,0.074835522,0.078268939,0.093544403,0.097836174,0.11225328,0.11740341,0.13096216,0.13697064,0.14967104,0.15653788,0.16837993,0.17610511,95.281831,87.211738,190.56366,174.42348,285.84549,261.63521,381.12732,348.84695,476.40915,436.05869,571.69098,523.27043,666.97281,610.48217,762.25464,697.69391,857.53648,784.90564
6.1375,0.018392319,0.019719872,0.036784638,0.039439743,0.055176957,0.059159615,0.073569276,0.078879486,0.091961594,0.098599358,0.11035391,0.11831923,0.12874623,0.1380391,0.14713855,0.15775897,0.16553087,0.17747884,96.441718,85.058756,192.88344,170.11751,289.32515,255.17627,385.76687,340.23502,482.20859,425.29378,578.65031,510.35253,675.09202,595.41129,771.53374,680.47005,867.97546,765.5288
6.1500,0.018042679,0.019839621,0.036085358,0.039679242,0.054128038,0.059518863,0.072170717,0.079358484,0.090213396,0.099198105,0.10825608,0.11903773,0.12629875,0.13887735,0.14434143,0.15871697,0.16238411,0.17855659,97.440766,82.752798,194.88153,165.5056,292.3223,248.25839,389.76306,331.01119,487.20383,413.76399,584.64459,496.51679,682.08536,579.26959,779.52612,662.02239,876.96689,744.77518
6.1625,0.01766059,0.019926283,0.035321181,0.039852566,0.052981771,0.059778849,0.070642361,0.079705132,0.088302952,0.099631416,0.10596354,0.1195577,0.12362413,0.13948398,0.14128472,0.15941026,0.15894531,0.17933655,98.277309,80.298012,196.55462,160.59602,294.83193,240.89404,393.10923,321.19205,491.38654,401.49006,589.66385,481.78807,687.94116,562.08609,786.21847,642.3841,884.49578,722.68211
6.1750,0.01724674,0.019979714,0.034493479,0.039959427,0.051740219,0.059939141,0.068986958,0.079918854,0.086233698,0.099898568,0.10348044,0.11987828,0.12072718,0.139858,0.13797392,0.15983771,0.15522066,0.17981742,98.949951,77.698813,197.8999,155.39763,296.84985,233.09644,395.79981,310.79525,494.74976,388.49407,593.69971,466.19288,692.64966,543.89169,791.59961,621.59051,890.54956,699.28932
